FL_DATE,AIRLINE,ORIGIN_CITY,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Delay_actual
31/8/2023,Frontier Airlines Inc.,"Houston, TX","Phoenix, AZ",1654,1651,-3,14,1705,1717,9,1747,1726,-21,173,155,132,1009,0,0,0,0,0,0
31/8/2023,Republic Airline,"New York, NY","Madison, WI",2050,2041,-9,25,2106,2159,3,2224,2202,-22,154,141,113,812,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Denver, CO","Austin, TX",1030,1029,-1,15,1044,1320,11,1335,1331,-4,125,122,96,775,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Charlotte, NC","Atlanta, GA",1040,1037,-3,12,1049,1132,6,1157,1138,-19,77,61,43,226,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Los Angeles, CA","Detroit, MI",2300,2303,3,20,2323,616,10,630,626,-4,270,263,233,1979,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"Minneapolis, MN","Sioux Falls, SD",1550,1548,-2,18,1606,1643,5,1653,1648,-5,63,60,37,196,0,0,0,0,0,0
31/8/2023,Republic Airline,"Memphis, TN","New York, NY",703,656,-7,11,707,1023,7,1055,1030,-25,172,154,136,963,0,0,0,0,0,0
31/8/2023,Republic Airline,"New York, NY","Norfolk, VA",2110,2102,-8,17,2119,2209,5,2235,2214,-21,85,72,50,296,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Hartford, CT","Nashville, TN",1330,1329,-1,10,1339,1442,11,1455,1453,-2,145,144,123,852,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Dallas/Fort Worth, TX","Santa Barbara, CA",1935,1930,-5,23,1953,2047,5,2103,2052,-11,208,202,174,1316,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Las Vegas, NV","Santa Ana, CA",1605,1601,-4,25,1626,1712,3,1710,1715,5,65,74,46,226,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Honolulu, HI","Chicago, IL",1715,1710,-5,32,1742,608,11,618,619,1,483,489,446,4243,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Seattle, WA","Juneau, AK",1900,1927,27,14,1941,2057,4,2035,2101,26,155,154,136,909,26,0,0,0,0,1
31/8/2023,American Airlines Inc.,"Detroit, MI","Dallas/Fort Worth, TX",515,509,-6,16,525,634,12,710,646,-24,175,157,129,986,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Denver, CO","Birmingham, AL",1325,1326,1,14,1340,1650,3,1655,1653,-2,150,147,130,1083,0,0,0,0,0,0
31/8/2023,Hawaiian Airlines Inc.,"Lihue, HI","Honolulu, HI",830,824,-6,7,831,853,8,906,901,-5,36,37,22,102,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Hilo, HI","Honolulu, HI",625,624,-1,9,633,710,4,725,714,-11,60,50,37,216,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Asheville, NC","Atlanta, GA",1606,1603,-3,13,1616,1653,8,1702,1701,-1,56,58,37,164,0,0,0,0,0,0
31/8/2023,Republic Airline,"Asheville, NC","Newark, NJ",1241,1236,-5,9,1245,1417,7,1459,1424,-35,138,108,92,583,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"San Jose, CA","Portland, OR",1005,1004,-1,11,1015,1147,2,1150,1149,-1,105,105,92,569,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"San Juan, PR","Newark, NJ",335,328,-7,12,340,707,11,741,718,-23,246,230,207,1608,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Tulsa, OK","Charlotte, NC",705,700,-5,13,713,1005,25,1030,1030,0,145,150,112,842,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Washington, DC","Atlanta, GA",1010,1010,0,19,1029,1150,9,1157,1159,2,107,109,81,547,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Kansas City, MO","New York, NY",1605,1716,71,9,1725,2046,6,1950,2052,62,165,156,141,1107,62,0,0,0,0,2
31/8/2023,Republic Airline,"New York, NY","Oklahoma City, OK",1829,1824,-5,35,1859,2052,8,2109,2100,-9,220,216,173,1341,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Santa Rosa, CA","Los Angeles, CA",1530,1530,0,22,1552,1654,11,1708,1705,-3,98,95,62,400,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Fort Lauderdale, FL",2130,2200,30,13,2213,2348,2,2326,2350,24,116,110,95,632,13,0,0,0,11,1
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Tulsa, OK",2249,2252,3,13,2305,2336,3,2345,2339,-6,116,107,91,674,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"White Plains, NY","Chicago, IL",1630,1723,53,17,1740,1835,22,1802,1857,55,152,154,115,738,55,0,0,0,0,1
31/8/2023,Republic Airline,"Raleigh/Durham, NC","New York, NY",645,640,-5,20,700,805,7,822,812,-10,97,92,65,431,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Raleigh/Durham, NC","San Juan, PR",855,850,-5,20,910,1216,14,1234,1230,-4,219,220,186,1433,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Las Vegas, NV","San Jose, CA",930,928,-2,16,944,1047,4,1055,1051,-4,85,83,63,386,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Fort Myers, FL","New York, NY",1920,1917,-3,22,1939,2154,18,2217,2212,-5,177,175,135,1074,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Boston, MA","Philadelphia, PA",649,718,29,13,731,828,27,824,855,31,95,97,57,280,29,0,2,0,0,1
31/8/2023,Spirit Air Lines,"Fort Lauderdale, FL","Baltimore, MD",2120,2218,58,9,2227,24,30,2355,54,59,155,156,117,925,13,0,46,0,0,1
31/8/2023,JetBlue Airways,"Los Angeles, CA","Salt Lake City, UT",615,612,-3,30,642,906,3,901,909,8,106,117,84,590,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Little Rock, AR","Denver, CO",1328,1320,-8,10,1330,1420,6,1456,1426,-30,148,126,110,771,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Albuquerque, NM","Phoenix, AZ",700,652,-8,10,702,655,4,731,659,-32,91,67,53,328,0,0,0,0,0,0
31/8/2023,Envoy Air,"Dallas/Fort Worth, TX","Baton Rouge, LA",839,838,-1,30,908,1006,4,1020,1010,-10,101,92,58,383,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"Atlanta, GA","Allentown/Bethlehem/Easton, PA",2112,2109,-3,18,2127,2259,3,2323,2302,-21,131,113,92,692,0,0,0,0,0,0
31/8/2023,Hawaiian Airlines Inc.,"Lihue, HI","Honolulu, HI",700,656,-4,6,702,723,7,735,730,-5,35,34,21,102,0,0,0,0,0,0
31/8/2023,Allegiant Air,"Las Vegas, NV","Minot, ND",1450,1439,-11,16,1455,1906,4,1934,1910,-24,164,151,131,1098,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Fort Lauderdale, FL","Atlanta, GA",917,922,5,11,933,1053,12,1114,1105,-9,117,103,80,581,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"San Francisco, CA","Minneapolis, MN",635,638,3,19,657,1155,6,1215,1201,-14,220,203,178,1589,0,0,0,0,0,0
31/8/2023,Republic Airline,"Newark, NJ","Detroit, MI",1629,1630,1,16,1646,1807,6,1833,1813,-20,124,103,81,488,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Houston, TX","San Antonio, TX",1755,1846,51,11,1857,1932,3,1850,1935,45,55,49,35,192,15,0,0,0,30,1
31/8/2023,American Airlines Inc.,"Phoenix, AZ","Tucson, AZ",1710,1705,-5,13,1718,1747,5,1756,1752,-4,46,47,29,110,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Milwaukee, WI","New York, NY",945,940,-5,21,1001,1246,10,1258,1256,-2,133,136,105,745,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Chicago, IL","Los Angeles, CA",1000,959,-1,17,1016,1152,4,1210,1156,-14,250,237,216,1750,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Boston, MA","Cleveland, OH",1415,1408,-7,19,1427,1601,7,1624,1608,-16,129,120,94,563,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Los Angeles, CA",1640,1643,3,23,1706,1804,10,1804,1814,10,264,271,238,1947,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Los Angeles, CA","Austin, TX",555,549,-6,29,618,1053,3,1100,1056,-4,185,187,155,1242,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Dallas, TX","Atlanta, GA",2140,2231,51,9,2240,113,5,40,118,38,120,107,93,721,3,0,0,0,35,1
31/8/2023,United Air Lines Inc.,"Seattle, WA","Washington, DC",813,807,-6,19,826,1546,16,1611,1602,-9,298,295,260,2306,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"San Francisco, CA","Pasco/Kennewick/Richland, WA",1825,1820,-5,15,1835,1957,4,2019,2001,-18,114,101,82,620,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"Pittsburgh, PA","Detroit, MI",1404,1359,-5,13,1412,1449,13,1513,1502,-11,69,63,37,201,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"San Francisco, CA","Denver, CO",2027,2102,35,33,2135,30,7,2359,37,38,152,155,115,967,0,0,3,0,35,1
31/8/2023,SkyWest Airlines Inc.,"San Francisco, CA","Palm Springs, CA",1635,1628,-7,21,1649,1755,7,1805,1802,-3,90,94,66,421,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Fort Lauderdale, FL","San Juan, PR",1725,1717,-8,74,1831,2048,4,2000,2052,52,155,215,137,1046,0,0,52,0,0,1
31/8/2023,Southwest Airlines Co.,"Houston, TX","St. Louis, MO",1855,1922,27,11,1933,2109,5,2055,2114,19,120,112,96,687,0,0,0,0,19,1
31/8/2023,Delta Air Lines Inc.,"San Antonio, TX","Salt Lake City, UT",810,805,-5,11,816,944,5,1003,949,-14,173,164,148,1087,0,0,0,0,0,0
31/8/2023,Envoy Air,"Chicago, IL","Columbus, OH",835,831,-4,25,856,1043,5,1057,1048,-9,82,77,47,296,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"New York, NY","Kansas City, MO",1159,1154,-5,24,1218,1342,6,1416,1348,-28,197,174,144,1107,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Escanaba, MI","Detroit, MI",610,601,-9,12,613,702,9,729,711,-18,79,70,49,306,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Atlanta, GA","New York, NY",1308,1307,-1,10,1317,1457,6,1530,1503,-27,142,116,100,760,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Jacksonville, FL","Philadelphia, PA",735,731,-4,14,745,921,6,940,927,-13,125,116,96,742,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"Columbia, SC","New York, NY",1701,1657,-4,23,1720,1842,5,1857,1847,-10,116,110,82,617,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Tampa, FL","Newark, NJ",1435,1427,-8,19,1446,1650,8,1730,1658,-32,175,151,124,997,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Phoenix, AZ","Houston, TX",1609,1612,3,14,1626,2037,4,2050,2041,-9,161,149,131,1009,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Seattle, WA","Anchorage, AK",2003,1957,-6,16,2013,2238,32,2241,2310,29,218,253,205,1448,0,0,29,0,0,1
31/8/2023,PSA Airlines Inc.,"Birmingham, AL","Charlotte, NC",1056,1046,-10,11,1057,1247,6,1331,1253,-38,95,67,50,350,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Austin, TX","Phoenix, AZ",1420,1421,1,11,1432,1424,5,1440,1429,-11,140,128,112,872,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Bend/Redmond, OR","Phoenix, AZ",758,746,-12,15,801,1000,12,1040,1012,-28,162,146,119,893,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Seattle, WA","Atlanta, GA",1615,1609,-6,19,1628,2336,7,2359,2343,-16,284,274,248,2182,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Orlando, FL","Charlotte, NC",1327,1320,-7,17,1337,1446,5,1515,1451,-24,108,91,69,468,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Oakland, CA","Palm Springs, CA",845,844,-1,15,859,1008,4,1015,1012,-3,90,88,69,418,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Orlando, FL","Manchester, NH",1305,1310,5,6,1316,1536,5,1555,1541,-14,170,151,140,1142,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"New York, NY","San Francisco, CA",2140,2144,4,16,2200,38,7,53,45,-8,373,361,338,2586,0,0,0,0,0,0
31/8/2023,Allegiant Air,"Las Vegas, NV","Bozeman, MT",1854,1852,-2,26,1918,2149,4,2156,2153,-3,122,121,91,701,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"New York, NY","Boston, MA",1659,1800,61,20,1820,1854,5,1831,1859,28,92,59,34,187,28,0,0,0,0,1
31/8/2023,Southwest Airlines Co.,"Phoenix, AZ","Milwaukee, WI",1955,2317,202,12,2329,421,8,115,429,194,200,192,172,1460,0,194,0,0,0,2
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Austin, TX",1352,1352,0,12,1404,1455,7,1509,1502,-7,137,130,111,813,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Cleveland, OH",1135,1126,-9,20,1146,1248,4,1311,1252,-19,96,86,62,430,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"San Juan, PR","Orlando, FL",258,416,78,14,430,654,11,603,705,62,185,169,144,1189,0,0,0,0,62,2
31/8/2023,American Airlines Inc.,"Philadelphia, PA","Boston, MA",1830,1830,0,15,1845,1932,8,1958,1940,-18,88,70,47,280,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Dallas, TX","Houston, TX",1055,1053,-2,9,1102,1140,7,1205,1147,-18,70,54,38,216,0,0,0,0,0,0
31/8/2023,PSA Airlines Inc.,"Charlotte, NC","Rochester, NY",931,929,-2,27,956,1112,5,1132,1117,-15,121,108,76,573,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Burbank, CA","Sacramento, CA",1655,1658,3,10,1708,1805,2,1810,1807,-3,75,69,57,358,0,0,0,0,0,0
31/8/2023,Envoy Air,"St. Louis, MO","Boston, MA",1054,1044,-10,10,1054,1407,9,1436,1416,-20,162,152,133,1047,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Phoenix, AZ","San Antonio, TX",1850,1848,-2,10,1858,2246,3,2302,2249,-13,132,121,108,843,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Minneapolis, MN","Nashville, TN",2026,2019,-7,17,2036,2214,9,2230,2223,-7,124,124,98,695,0,0,0,0,0,0
31/8/2023,Republic Airline,"Indianapolis, IN","New York, NY",1510,1508,-2,17,1525,1705,10,1729,1715,-14,139,127,100,665,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Newark, NJ","Los Angeles, CA",1751,1800,9,26,1826,2033,7,2050,2040,-10,359,340,307,2454,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"Dallas/Fort Worth, TX","Baltimore, MD",840,841,1,30,911,1235,11,1247,1246,-1,187,185,144,1217,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Minneapolis, MN","San Diego, CA",1107,1059,-8,16,1115,1240,11,1258,1251,-7,231,232,205,1532,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"New York, NY","Wilmington, NC",2035,2031,-4,24,2055,2213,5,2239,2218,-21,124,107,78,500,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Kansas City, MO","Charlotte, NC",1112,1106,-6,13,1119,1405,11,1429,1416,-13,137,130,106,808,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Boston, MA","Orlando, FL",1259,1302,3,18,1320,1707,8,1616,1715,59,197,253,227,1121,0,0,59,0,0,1
31/8/2023,PSA Airlines Inc.,"Huntsville, AL","Washington, DC",1000,952,-8,15,1007,1234,3,1259,1237,-22,119,105,87,613,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Washington, DC","Denver, CO",1445,1442,-3,13,1455,1602,8,1635,1610,-25,230,208,187,1452,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Denver, CO","Jackson, WY",1158,1206,8,14,1220,1322,3,1328,1325,-3,90,79,62,406,0,0,0,0,0,0
31/8/2023,Allegiant Air,"Concord, NC","St. Petersburg, FL",1929,1923,-6,11,1934,2052,4,2109,2056,-13,100,93,78,528,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Alexandria, LA","Dallas/Fort Worth, TX",1041,1031,-10,13,1044,1134,22,1207,1156,-11,86,85,50,285,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Denver, CO","Tulsa, OK",1545,1618,33,13,1631,1840,4,1815,1844,29,90,86,69,541,6,0,0,0,23,1
31/8/2023,SkyWest Airlines Inc.,"San Luis Obispo, CA","Los Angeles, CA",530,521,-9,15,536,614,12,644,626,-18,74,65,38,156,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Dallas/Fort Worth, TX","Jackson, WY",910,904,-6,23,927,1048,3,1105,1051,-14,175,167,141,1047,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"San Diego, CA","Las Vegas, NV",1825,2004,99,30,2034,2122,5,1940,2127,107,75,83,48,258,0,0,49,0,58,2
31/8/2023,United Air Lines Inc.,"Houston, TX","Washington, DC",1155,1149,-6,11,1200,1527,2,1559,1529,-30,184,160,147,1208,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"San Juan, PR","Charlotte Amalie, VI",1106,1203,57,23,1226,1244,6,1142,1250,68,36,47,18,68,3,0,11,0,54,2
31/8/2023,JetBlue Airways,"Nantucket, MA","New York, NY",1747,1733,-14,19,1752,1836,8,1900,1844,-16,73,71,44,199,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"Las Vegas, NV","San Diego, CA",1057,1052,-5,45,1137,1233,19,1215,1252,37,78,120,56,258,0,0,37,0,0,1
31/8/2023,Envoy Air,"Harlingen/San Benito, TX","Dallas/Fort Worth, TX",2001,2140,99,11,2151,2307,8,2142,2315,93,101,95,76,461,0,0,0,0,93,2
31/8/2023,American Airlines Inc.,"San Jose, CA","Dallas/Fort Worth, TX",610,629,19,22,651,1148,8,1202,1156,-6,232,207,177,1438,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"New York, NY","Charlotte, NC",1338,1331,-7,25,1356,1519,9,1545,1528,-17,127,117,83,541,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Appleton, WI","Chicago, IL",1224,1222,-2,10,1232,1310,18,1339,1328,-11,75,66,38,160,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Dallas/Fort Worth, TX","South Bend, IN",1011,1002,-9,23,1025,1320,7,1348,1327,-21,157,145,115,846,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"Las Vegas, NV","Austin, TX",620,801,101,32,833,1247,8,1112,1255,103,172,174,134,1090,101,0,2,0,0,2
31/8/2023,Republic Airline,"New York, NY","Boston, MA",958,953,-5,19,1012,1048,12,1129,1100,-29,91,67,36,187,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"New York, NY","Indianapolis, IN",1820,1828,8,31,1859,2037,7,2053,2044,-9,153,136,98,665,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Las Vegas, NV","Minneapolis, MN",926,926,0,16,942,1419,6,1438,1425,-13,192,179,157,1299,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Nashville, TN","Kansas City, MO",1435,1442,7,9,1451,1605,2,1615,1607,-8,100,85,74,491,0,0,0,0,0,0
31/8/2023,Republic Airline,"Martha's Vineyard, MA","New York, NY",1538,1528,-10,7,1535,1627,5,1659,1632,-27,81,64,52,175,0,0,0,0,0,0
